,Temperature Predictions,Temperature Actuals,Relative Humidity Predictions,Relative Humidity Actuals
0,27.183268,27.971281357802933,69.40859,70.24596077111113
1,27.228018,26.858055400391255,70.68581,69.17222323198727
2,26.279615,25.621137669933837,68.1295,69.3827600043645
3,25.902582,26.602425736096723,67.96811,72.2881674631702
4,26.957947,27.179654010310184,73.33679,71.95130862736666
5,26.874615,26.462241726644883,72.15286,73.17242190715454
6,26.492332,26.775594218360762,71.78075,70.94073211995598
7,26.55148,26.132396998522907,70.30356,70.41439018901292
8,25.944275,25.975720752664966,69.36572,68.87747175065917
9,25.889824,25.621137669933837,68.74483,70.49860489796379
10,25.911293,25.77781391579178,70.17643,68.07743201562572
11,25.704752,25.687106615558235,67.702194,64.8983267527296
12,25.398563,26.239596535162548,64.56203,65.00359513891824
13,26.105091,26.62716409070587,66.55942,66.20365474146843
14,26.285833,26.08292028930461,67.382965,66.81421138136237
15,25.814808,25.052155513923424,66.7572,65.9931179690912
16,25.115625,25.472707542278947,65.09744,62.70874432000649
17,25.306538,25.414984714857603,63.368553,61.36130897679227
18,25.137253,25.324277414624056,61.768867,61.97186561668619
19,25.364933,26.07467417110156,63.158745,62.45610019315383
20,25.889944,25.57166096071554,64.40362,66.43524519108337
21,25.690187,25.472707542278947,67.26136,67.46687537573177
22,25.49238,25.711844970167384,67.74875,68.09848569286345
23,25.660439,25.74482944297958,68.30123,73.06715352096595
24,26.081728,26.709625272736364,73.337746,72.96188513477732
25,26.42412,26.05818193469546,73.12993,71.19337624680864
26,25.656498,25.4479691876698,69.79875,69.97226296702074
27,25.475323,25.373754123842353,69.02987,71.67761082327627
28,25.556757,26.775594218360762,71.968506,71.74077185498943
29,26.553722,26.445749490238782,73.46443,71.27759095575952
30,25.92391,25.14286281415697,70.99119,70.43544386625062
31,25.263823,24.763541376816693,69.01889,67.2352849261168
32,24.905272,24.83775644064414,67.1779,65.78258119671399
33,24.908464,24.829510322441088,66.37621,65.69836648776307
34,24.932968,25.241816232593564,66.335815,69.08800852303641
35,25.566118,25.769567797588728,70.705315,69.63540413121716
36,25.56482,25.621137669933837,70.31333,70.01437032149617
37,25.327713,25.30778517821796,70.31522,70.91967844271824
38,25.272379,25.217077877984416,70.97611,71.65655714603852
39,25.217373,25.01917104111123,71.73208,71.6144497915631
40,25.043987,25.002678804705127,71.01729,70.37228283453747
41,24.97219,25.10987834134477,70.20957,71.38285934194813
42,25.175842,24.82126420423804,71.95292,71.9934159818421
43,24.946949,25.027417159314275,71.736435,70.68808799310331
44,24.91907,24.425450530491666,70.95545,71.23548360128407
45,24.652578,24.96144821368988,70.83355,66.03522532356664
46,24.606764,24.450188885100815,66.70159,68.18270040181432
47,24.57234,24.6975724311923,69.12553,69.44592103607766
48,24.801052,25.085139986735623,70.981705,69.82488722635668
49,24.889576,25.052155513923424,70.72523,71.23548360128407
50,24.95466,25.835536743213126,72.00921,70.79335637929192
51,25.506645,24.84600255884719,72.34467,74.20405209180296
52,25.039917,25.588153197121642,73.82961,73.57244177467129
53,25.417822,24.425450530491666,74.54372,74.89882344064779
54,24.733543,25.4644614240759,73.53705,74.45669621865564
55,25.455881,25.208831759781365,75.5501,77.15156690508411
56,25.158447,27.047716119061395,77.21355,74.43564254141789
57,26.684727,26.684886918127216,76.53388,80.52015526311969
58,26.15401,26.709625272736364,81.428406,82.54130827794104
59,26.16091,26.148889234929005,83.2258,83.67820684877806
60,25.694746,25.068647750329525,83.51834,87.00468785233818
61,25.233364,25.992212989071064,86.24915,83.10975756335955
62,25.856934,26.49522619945708,82.83451,81.06755087130047
63,26.436556,26.462241726644883,81.466255,78.3937338621097
64,26.252626,25.340769651030158,78.50658,82.28866415108837
65,25.59401,25.89325957063447,82.58276,81.21492661196453
66,25.569132,25.25006235079661,82.23366,83.95190465286845
67,25.143002,25.13461669595392,83.907684,84.98353483751686
68,25.118174,25.942736279852767,84.52679,81.3623023526286
69,25.761145,25.513938133294197,81.3205,80.28856481350472
70,25.299896,25.588153197121642,80.50572,82.16234208766204
71,25.397976,24.92846374087768,83.21401,82.54130827794104
72,24.834925,24.425450530491666,82.07876,84.26770981143429
73,24.66183,24.92846374087768,83.98132,78.07792870354386
74,24.738487,24.6645879583801,77.402016,76.8778691009937
75,24.588243,24.12859027518189,77.97935,79.13061256543
76,24.452696,24.573880658146557,79.836334,81.63600015671895
77,24.710814,24.96969433189293,82.65834,81.69916118843214
78,24.776945,24.878987031659385,81.8008,81.25703396643999
79,24.663298,24.771787495019744,81.61977,80.8149067444478
80,24.60825,23.831730019872108,81.04177,82.56236195517876
81,24.078289,23.77400719245076,82.276,82.85711343650688
82,24.047182,24.367727703070322,82.73159,83.8255825894421
83,24.361403,23.699792128623315,84.133736,85.08880322370545
84,23.820648,24.53265006713131,84.54859,86.45729224415743
85,24.482565,24.65634184017705,86.93575,88.03631803698661
86,24.372864,24.54914230353741,87.15435,88.01526435974887
