,Temperature Predictions,Temperature Actuals,Relative Humidity Predictions,Relative Humidity Actuals
0,27.133177,27.971281357802933,69.64368,70.24596077111113
1,27.267399,26.858055400391255,71.07713,69.17222323198727
2,26.306189,25.621137669933837,68.220634,69.3827600043645
3,25.8763,26.602425736096723,67.730385,72.2881674631702
4,26.827702,27.179654010310184,73.30671,71.95130862736666
5,26.844828,26.462241726644883,71.87926,73.17242190715454
6,26.402243,26.775594218360762,72.15045,70.94073211995598
7,26.521652,26.132396998522907,70.89756,70.41439018901292
8,25.949944,25.975720752664966,69.7523,68.87747175065917
9,25.852482,25.621137669933837,68.85798,70.49860489796379
10,25.858257,25.77781391579178,70.2814,68.07743201562572
11,25.66761,25.687106615558235,67.9718,64.8983267527296
12,25.428637,26.239596535162548,65.22515,65.00359513891824
13,26.062153,26.62716409070587,66.9429,66.20365474146843
14,26.279554,26.08292028930461,67.6585,66.81421138136237
15,25.771181,25.052155513923424,66.96451,65.9931179690912
16,25.150372,25.472707542278947,64.90992,62.70874432000649
17,25.30365,25.414984714857603,63.501793,61.36130897679227
18,25.183535,25.324277414624056,62.300243,61.97186561668619
19,25.282272,26.07467417110156,63.33233,62.45610019315383
20,25.804052,25.57166096071554,64.63289,66.43524519108337
21,25.608025,25.472707542278947,67.11801,67.46687537573177
22,25.49683,25.711844970167384,67.37534,68.09848569286345
23,25.664742,25.74482944297958,68.314125,73.06715352096595
24,26.02842,26.709625272736364,73.33416,72.96188513477732
25,26.280098,26.05818193469546,73.048294,71.19337624680864
26,25.600489,25.4479691876698,69.96874,69.97226296702074
27,25.3605,25.373754123842353,69.50605,71.67761082327627
28,25.557405,26.775594218360762,71.91806,71.74077185498943
29,26.462751,26.445749490238782,73.30541,71.27759095575952
30,25.949732,25.14286281415697,71.167,70.43544386625062
31,25.166409,24.763541376816693,69.253685,67.2352849261168
32,24.841448,24.83775644064414,66.85487,65.78258119671399
33,24.906961,24.829510322441088,66.6172,65.69836648776307
34,24.912663,25.241816232593564,66.68088,69.08800852303641
35,25.472382,25.769567797588728,70.92767,69.63540413121716
36,25.461231,25.621137669933837,70.479355,70.01437032149617
37,25.323362,25.30778517821796,70.470085,70.91967844271824
38,25.227428,25.217077877984416,71.047455,71.65655714603852
39,25.214962,25.01917104111123,71.665,71.6144497915631
40,25.037992,25.002678804705127,71.27775,70.37228283453747
41,24.958044,25.10987834134477,70.41365,71.38285934194813
42,25.158817,24.82126420423804,72.17256,71.9934159818421
43,24.87669,25.027417159314275,71.86391,70.68808799310331
44,24.89961,24.425450530491666,71.17853,71.23548360128407
45,24.581034,24.96144821368988,71.16518,66.03522532356664
